L2L         ,2L,2L-140-SABD,7.04189E+12,KARLSEN  ENSEMBLE 96  LJONES,DANIEL-LESUR  DYRUD  HAVORY,SO IS MY LOVE,BLU-RAY AUDIO + SACD,2,27.29,41.99,2017,"""So is my love"" is about love and the beloved, and this includes the sense of love awakened in us by religious faith and by nature. In works by Dyrud, Odegaard, Havrøy, Daniel-Lesur and Stockhausen the countless facets of love are painted in music and words: we encounter passion, lust, prayer and longing, but we also find humour, playfulness and joy. The two previous albums produced by 2L with Ensemble 96 were honored by The Recording academy with nominations to the GRAMMY Award in both technical craft and performance categories. The chamber choir Ensemble 96, which consists of 24 highly qualified singers, is one of Norway’s leading vocal ensembles, and has gained its reputation through many critically acclaimed concerts, premieres, and recordings. It has a particular focus on contemporary music and seeks to expand the traditional choir concert by means of collaborations with other artists, including dancers, actors, and visual artists. The ensemble often presents a mix of contemporary music and classical songs. The musical director and conductor is Nina Therese Karlsen, who holds an MA in Choir Conducting from the Norwegian Academy of Music."
SME         ,SONY MUSIC ENTERTAINMENT,88985407292,8.89854E+11,"Yo-Yo Ma, Emanuel Ax, Leonidas Kavakos",Brahms,Brahms: The Piano Trios,COMPACT DISC,2,0,0,2017,"World-famous cellist Yo-Yo Ma and his longtime collaborator, pianist Emanuel Ax, are joined by violinist Leonidas Kavakos in their first recording together of all three of the piano trios of Johannes Brahms. Ma and Ax have built together a distinguished catalogue of Brahms recordings, but this is their first recording of the Piano Trios – and their first collaboration with Kavakos. Of the three Brahms Piano Trios - Trio No. 1 in B Major, Op. 8; Trio No. 2 in C Major, Op. 87; and Trio No. 3 in C Minor, Op. 101 – the Second and Third Trios were written and first performed in quick succession (1882 and 1883), both examples of Brahms at his creative zenith. The same can be said of the First Trio: originally completed when he was twenty, in 1854, and premiered the following year, Brahms thoroughly rethought and revised it in a new version premiered early in 1890. That more elegant and concentrated version of a youthful work has become the standard for the First Trio, and it is the version performed on the recording by Ma, Ax and Kavakos. All three performers have been acclaimed for their interpretations of Brahms, as soloists and as colleagues. Between them, Ma and Ax have shared four Grammy Awards® for their recordings of Brahms’s chamber music. With Kavakos, they first performed all three Brahms Piano Trios together on one program at the Tanglewood Festival in 2015.???????TRACKLISTDISC 1     Piano Trio No. 2 in C Major, Opus 87            1.    Allegro            2.    Andante con moto            3.    Scherzo: Presto        4.    Finale: Allegro giocoso    DISC 2     Piano Trio No. 3 in C Minor, Opus 101            1.    Allegro energico            2.    Presto non assai            3.    Andante grazioso            4.    Allegro molto        Piano Trio No. 1 in B Major, Opus 8            5.    Allegro con brio            6.    Scherzo: Allegro molto            7.    Adagio            8.    Finale: Allegro    "
SME         ,SONY MUSIC ENTERTAINMENT,88985417392,8.89854E+11,THE BOYS OF ST. PAUL'S CHOIR SCHOOL,,AVE MARIA,COMPACT DISC,1,0,0,2017,
SME2        ,SONY MUSIC ENTERTAINMENT,88985423592,8.89854E+11,LUCIANO PAVAROTTI,DONIZETTI  PUCCINI  VERDI,GREAT LUCIANO PAVAROTTI,COMPACT DISC,3,0,0,2017,"Luciano Pavarotti, one of the most acclaimed and popular Italian tenors of all time, died ten years ago in his hometown of Modena. The whole world mourned the loss one of its most cherished celebrities. Pavarottis unmistakable voice with its open Italianate sound and ringing upper register was ideal for the operas of Verdi, Bellini, Donizetti and Puccini, but also the popular Italian and other repertoire that he and his admirers revelled in. Combined with his generous, charismatic personality, his thrilling vocalism made him into an icon, as famous as the rock stars he loved to perform with. Pavarotti made only a handful of recordings for Sony Classical, but they occupy a unique place in his discography. An album of Verdi rarities, newly remastered from the original analog tapes, with Claudio Abbado conducting the Orchestra of La Scala, Milan, includes arias composed for Attila, Ernani and Les vepres siciliennes as well as a recently discovered cabaletta from I due Foscari and an early fragment from an uncompleted opera, Il solitario ed Eloisa. Gramophone acclaimed the release, praising the tenors remarkably polished renditions, always generous in provision of voice and spirit Fine performances, both vocal and orchestral. Another CD rarity is the live recording Luciano Pavarotti in Concert, which brought the great tenor to Modenas Piazza Grande on 14 August 1985 for his first-ever concert in his native city. Needless to say, it was a joyous occasion. Joined by the Arturo Toscanini Symphony Orchestra of Emilia Romagna, conducted by Emerson Buckley, the international superstar serenaded his adoring fellow Modenesi with a programme of his greatest hits, including the most popular tenor arias from Lucia di Lammermoor, Rigoletto, Luisa Miller, La Bohème, Turandot, Fedora and Pagliacci plus, of course, such indispensable Italian songs as O sole mio, Torna a Surriento, Non ti scordar di me, Rondine al nido, Mamma and a heartfelt salute to Modena, Alla mia citta. In December 1999, Pavarotti was joined for a Christmas concert at the Vienna Konzerthaus by his great colleagues Plácido Domingo and José Carreras (they, as we all know, became the legendary Three Tenors when the world thrilled to their collaboration on the eve of the Word Cup Final at the Roman Baths of Caracalla on 7 July 1990). Accompanied by the Gumpoldskirchen Childrens Choir and the Vienna Symphony Orchestra under Steven Mercutio, their classical, popular and traditional selections from that Vienna evening range from Adeste fideles / O Come, All Ye Faithful, O Tannenbaum and Silent Night to White Christmas, Winter Wonderland, Amazing Grace and Pavarottis own composition, Ave Maria, dolce Maria."
SME4        ,SONY MUSIC ENTERTAINMENT,88985447882,8.89854E+11,NIGEL STANFORD,NIGEL STANFORD,AUTOMATICA,COMPACT DISC,1,10.91,16.99,2017,"Sony Music Masterworks is thrilled to announce its first release from Nigel Stanford, the creator behind the viral “Cymatics” video that visualized a brand-new synthesis of music, art and physics. Accompanied by a new title-track video that’s sure to amaze, Automatica will be released on September 15, 2017.Automatica is the New Zealand artist’s first album since 2014’s Solar Echoes, which featured the “Cymatics” single. Automatica takes Stanford’s trademark synthesis of dance-pop, electronica, and technological innovation to a new level. It’s also his first album with vocals, featuring guest singers Catey Shaw, Elizaveta, and Dallin Applebaum, and rapper Noah Caine.“I’ve done the instrumental thing my whole life, but I’ve always loved pop music, loved rap,” Nigel says, “and ‘Cymatics’ gave me a bit more exposure and allowed me to meet some more talented people and not do everything my own self!” Still, he does play all the instruments – not just electronics but also guitar, bass, and drums. “Most of the drums were real at one point,” he adds with a laugh, “before getting processed and sampled and chopped up.”TRACKLIST1. Automatica2. One Hundred Hunters3. If I Go Down4. Everything Changed5. Icarus (Automatic Mix)6. Gravity Waves7. Talk to Your Lover8. Dead Pixels in the Sky9. Stay with Me Tonight10. The Sixth Axis11. Cymatics (Automatic Mix)12. Wind It Up"
SME         ,SONY MUSIC ENTERTAINMENT,88985452491,8.89855E+11,LONE BELLOW,,WALK INTO A STORM (LP),VINYL,1,0,0,2017,
SME         ,SONY MUSIC ENTERTAINMENT,88985452492,8.89855E+11,LONE BELLOW,,WALK INTO A STORM,COMPACT DISC,1,0,0,2017,
SME4        ,SONY MUSIC ENTERTAINMENT,88985469042,8.89855E+11,Various Artists,_,Teen Wolf (Original Television Soundtrack),COMPACT DISC,1,0,0,2017,"Sony Classical proudly announces the release of the soundtrack celebrating the MTV original series Teen Wolf.  The Teen Wolf – Original Television Soundtrack features beloved indie rock and electronica songs used throughout the series from artists including Young the Giant, Mikky Ekko, Fink, and the haunting cover of “Bad Moon Rising” performed by Mourning Ritual feat. Peter Dreimanis. Loosely based on the 1985 film of the same name, MTV's Teen Wolf and stars Tyler Posey as a teenager named Scott McCall, who is bitten by a werewolf and must cope with how it affects his life and the lives of those closest to him, and Dylan O'Brien as ""Stiles"" Stilinski, Scott's best friend. Teen Wolf first premiered in 2011, and is currently airing its sixth and final season Sundays on MTV in the US and on various channels internationally.“You can hear over time how the show really developed a sound of its own,” said composer Dino Meneghin.The show became quickly became a fan favorite of the network, and became known for its song choices as well as its original score.  “I always love to share new bands with viewers, especially with the ones that I am a fan of personally,” said series music supervisor Laura Webb in an interview on MTV.com. She pointed out the song, “Who Are You, Really?” describing: ”I was really excited about using Mikky Ekko in episode 10. His music was sent to me by someone that works on his team, and it always stuck with me. The song that we are using worked so unbelievably well that it still gives me goosebumps.”???????TRACKLIST:  Teen Wolf – Original Television SoundtrackTeen Wolf Main Title – Dino MeneghinMy Body – Young the GiantWho Are You, Really? – Mikky EkkoBad Moon Rising – Mourning Ritual feat. Peter DreimanisMy Own – WhitakerStart of Time – Gabrielle AplinTouch – DaughterGiven the Chance – The Kite String TangleCatch the Wind – High HighsAva – FamyI Found – Amber RunLooking Too Closely – FinkThe Last One I Made – Pim StonesThe Sun – Frida SundemoYou Were Never Gone – Hannah EllisUp N Away – Emmi"
SME         ,SONY MUSIC ENTERTAINMENT,88985474652,8.89855E+11,CHAMBER ORCHESTRA OF LONDON  DUDLEY  COHEN,"DUDLEY, ANNE",POLDARK,COMPACT DISC,1,0,0,2017,
STNS        ,STEINWAY & SONS,STNS30076,34062300761,"Barrett, Michael; Osterkamp, Leann","Bernstein, Leonard",Bernstein: The Complete Solo Piano Works,COMPACT DISC,2,19.49,29.99,2017,"Leonard Bernstein’s works for piano are all collected here, including works unpublished and previously unrecorded. Including many miniatures written as tributes, gifts and memorials to friends and family, these pieces range across Bernstein’s composing career and reflect his unique musical style and character."
STNS        ,STEINWAY & SONS,STNS30090,34062300907,"Polk, Joanne","Wild, Earl",Gershwin & Wild,COMPACT DISC,1,14.03,21.99,2017,"Earl Wild’s Seven Virtuoso Etudes transform Gershwin’s simple popular songs into works that challenge the technical prowess of the best concert pianists without losing the underlying style of the originals. His Variations on “Someone to Watch Over Me” is a free pianistic realization of the tune, much the way that Liszt’s operatic “paraphrases” are free interpretations of vocal music popular in the mid-19th century, perhaps suggesting that the worlds of classical music and American popular song are not as far removed as we think. Wild’s Piano Sonata breathes the same pianistic air as the Gershwin transcriptions, where the influence of jazz and blues is everywhere apparent. Joanne Polk was catapulted into the public eye with her recordings of the complete piano works of American composer Amy Beach on the Arabesque Recordings label. She celebrated the centennial of Beach’s Piano Concerto by giving the work its London premiere. She was recently named one of Musical America’s Top 30 Professionals of the Year in 2014."
SNR         ,STONE RECORDS,5.06E+12,5.06019E+12,"Stratford, Stuart; Kemkaran-Smith, Annie; Cornall, Fiona; Poster, Tom; Beccaloni, George; Bootiman, Nicholas; Stimpson, Michael; Driscoll, Jim; Stephenson, Karen; Padel, Ruth; Tear, Robert; Philharmonia Orchestra; Iwabuchi, Maya","Not Applicable, na; Stimpson, Michael",Michael Stimpson: Age of Wonders,COMPACT DISC,2,14.03,21.99,2017,"Age of Wonders, a voyage in music by Michael Stimpson, was composed to mark the 200th anniversary of the birth of Charles Darwin. Now masterfully recorded by the Philharmonia Orchestra, the full evolution from violin and piano, through string quartet, string orchestra, and to complete as a work for full orchestra can be heard in its entirety under the baton of conductor Stuart Stratford. Violinist Maya Iwabuchi and pianist Tom Poster bring to life Darwin’s early life in The Man Who Walked With Henslow, while Maya, Fiona Cornall, Nicholas Bootiman, and Karen Stephenson of the Philharmonia expertly perform the string quartet (The Beagle). The ‘Englishness' of Darwin’s home, Down House, is expressed in the work for string orchestra, An Entangled Bank, named after the famous quotation by Charles Darwin. Transmutations, for full orchestra, finally brings together the evolving threads, motifs, patterns, and mutations into four variations, closing Age of Wonders with a reflection of the opening work, Henslow. The music is added to on the second portion of this release with the inspirational readings of Darwin by the late Robert Tear, Ruth Padel reading some of her poems also written for the Darwin anniversary, other interviews, and recordings of Darwin’s finches used in the music."
