Label,Label Description,Item Number,Primary Barcode,Artist,Composer,Composer / Title,Format,# Discs,CA List Price,CA Suggested Retail Price,Release Date,Blurb
CHR         ,CHAMPS HILL RECORDS,CHRCD122,5.06021E+12,LENDVAI STRING TRIO,"RONTGEN, JULIUS",STRING TRIOS NOS. 13-16,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-21,"The Lendvai String Trio release the fourth and final album in a series of the complete String Trios by Dutch composer Julius Rontgen (1855-1932). The trio's journey began in 2007 when they stumbled across Rontgen's first string trio, and soon after discovered that there are fifteen more, carefully stored in handwritten manuscript form in the Netherlands Music Institute in the Hague. A major award - The Kersjes Prize - and support from Champs Hill Records has enabled this project ot be realized. A unique feature of these works is its numerous references to traditional Dutch tunes and dances. Rontgen's interest in folk music was largely due to his friendship with Edvard Grieg, with whom he traveled through Norway in search of Norwegian folk songs. For Rontgen it became important to do the same for the traditional music of Holland, and he considered the dissemination and popularization of his national music as one of his most important tasks. The Lendvai Trio are Dutch violinist Nadia Wijzenbeek, Swedish violist Ylvali Zilliacus and British cellist Marie Macleod. Since their Wigmore Hall debut in 2006, the Lendvai String Trio has had a busy schedule of concerts at major venues throughout Europe, including several re-invitations to Wigmore Hall, recitals at King's Place, the Barbican and Purcell Room in London, the Concertgebouw in Amsterdam and Musikaliska in Stockholm. ''...there's an order of mastery casually involved here that's quite out of the ordinary.'' (International Record Review). ''The Lendvai Trio's enthusiasm for these works compels attention, and one can hear the broad grins on their faces as they planned...'' (Gramophone)."
CHN         ,CHANDOS,ABRD 5179,95115517956,CBSO YOUTH CHORUS  NATIONAL YOUTH ORCHESTRA OF GREAT BRITAIN  GARDNER,HOLST  STRAUSS,PLANETS  ZARATHUSTRA (LP),VINYL,1,$19.49 ,$29.99 ,2017-Jul-21,"This is the eagerly awaited LP release of an already highly successful SACD, ''Album of the Week'' on Classic FM, praised by BBC Music for its ''zest and freshness'', by The Guardian for its ''warmth and intensity'', and by Gramophone for its ''combustible power, enormous physical impact and technical accomplishment''. For its very first album on Chandos, the National Youth Orchestra of Grea tBritain devotes its characteristic energy and musical mastery to an explosive programme that transcends daily life and eathly experience. It is helped by the enthusiastic, encouraging, and experienced baton of Edward Gardner as well as by teh sumptuous yet detailed acoustic of Symphony Hall, Birmingham, all fully revealed in this recording. Their performance of Strauss's Also sprach Zarathustra and Holst's The planets is already a point of reference in the UK after the immensely successful Prom concert that preceded the recording. The concert's five-star review in The Daily Telegraph praised in particular the orchestra's ''great attack and complete absence of anything routine'', while The Guardian emphasized the great performance of the orchestra in this ''graceful and evocative programme'', especially the ''depth and richness of sound that belied their youth''."
CHN         ,CHANDOS,CHAN 10970,95115197028,"Collins, Michael; McHale, Michael","Reger, Max",Reger: Clarinet Sonatas,COMPACT DISC,1,$14.03 ,$21.99 ,2017-Jul-21,"Michael Collins and Michael McHale here present a new volume in their exploration of the lyrica clarinet repertoire. Their journey through works that encapsulate the variety of nuance and color of which the instrument is capable, inevitably led them to another great composer for the medium: Max Reger. The Brahs-influenced, essentially lyrical and tender works recorded here contrast particularly with the more familiar, contrapuntally rich - and loud - organ music usually associated with Reger. The three clarinet sonatas are among fourteen such duo works in his published output, composed between 1890 and 1915: effectively his entire compositional career. Although his continuing adherence to sonata-form principles is clearly evident in the two Op. 49 sonatas, teh greater formal clarity of Op. 107 suggests that the lightness and geniality, even plainness, which Reger ascribed to it form part of an underlying ''classical'' simplicity of conception, for all the music's ''modernistic'' surface. On top of his conducting career (City of London Sinfonia, Philharmonia Orchestra) and various recitals around the world, Michael Collins will hold a four-concert residency at LSO St. Luke's in the 2017-18 season, dedicated to chamber music and including recitals with Michael McHale."
CHN         ,CHANDOS,CHAN 10987,95115198728,Ferio Saxophone Quartet,"Bozza, Eugène; Gregory, Will; Lago, Guillermo; Pierné, Gabriel; Reinhart, Hugo; Singelée, Jean-Baptiste",Flux: Original Works for Saxophone Quartet,COMPACT DISC,1,$14.03 ,$21.99 ,2017-Jul-21,"Having already won many prizes and awards and appointed St. John's Smith Square Young Artist of the year for 2016-17, the Ferio Saxophone Quartet is Europe's most exciting up-and-coming ensemble of its kind. This, its debut commercial album, features original works written for saxophone quartet. Composers range from Gabriel Pierne and Jean-Baptiste Singelee to eugene Bozza and Guillermo Lago (who wrote The Wordsworth Poems specially for the Quartet thsi year). Through this choice of repertoire, the Ferio Quartet is inviting listeners to experience a numer of musical styles and moods, playing works from the time of the saxophone's invention right up to the present day. The Quartet has already been featured as a rising star ensemble in many classical music magazines, such as BBC Music and Classical Music, as well as shows such as BBC Radio 3 ''In Tune'' and Classic FM studio videos."
CHN         ,CHANDOS,CHAN 10989 X,95115198926,"London Symphony Chorus; London Symphony Orchestra; Polyansky, Valéry; Rozhdestvensky, Gennady; Davis, Andrew; Wilson, John; BBC Symphony Orchestra; Ulster Orchestra; Gardner, Edward; Tortelier, Yan Pascal; Järvi, Neeme; Hickox, Richard; Danish National Radio Symphony Orchestra; Kitayenko, Dmitri; Royal Scottish National Orchestra; Mena, Juanjo; Philharmonia Orchestra; Bergen Philharmonic Orchestra; Handley, Vernon; Russian State Symphony Orchestra; BBC Philharmonic Orchestra","Anonymous; Bartók, Béla; Copland, Aaron; Ginastera, Alberto; Grieg, Edvard; Holst, Gustav; Janácek, Leoš; Khachaturian, Aram; Lutoslawski, Witold; Mass Text; Mussorgsky, Modest; Nielsen, Carl; Orff, Carl; Prokofiev, Sergei; Ravel, Maurice; Respighi, Ottorino; Shostakovich, Dmitri; Stravinsky, Igor; Verdi, Giuseppe; Wagner, Richard",EXPLOSIVE CLASSICS,COMPACT DISC,1,$9.35 ,$14.99 ,2017-Jul-21,"This compilation at Classic Chandos price gathers exhilarating performances of some of the loudest orchestral pieces ever written. The powerful, characteristic Chandos sound is best revealed in these resounding recordings of popular works. So turn up the volume of your Hi-Fi, move away any glass or crystal, make sure your neighbors are either out, deaf, or very good friends...and enjoy!"
CHN         ,CHANDOS,CHSA 5204(5),95115520420,"Ehnes, James; Järvi, Neeme; deMaine, Robert; Bergen Philharmonic Orchestra","Tchaikovsky, Pyotr Ilyich","Tchaikovsky: The Sleeping Beauty, The Nutcracker & Swan Lake",SACD,5,$46.79 ,$71.99 ,2017-Jul-21,"To celebrate the eighteenth birthday of Neeme Jarvi, one of today's most prolific conductors, we have gathered his recent recordings of Tchaikovsky's three full-length ballets (complete versions) in a box set. Recorded with the legendary Bergen Philharmonic Orchestra, these are landmark performances, both for the music itself and for the critically acclaimed interpretations. The numberous distinctions include The Sleeping Beauty: ''Album of the Week'' - The Sunday Times. Swan Lake: ''Orchestral Choice'' - BBC Music. The Nutcracker: ''Album of the Week'' - The Mail on Sunday. Neeme Jarvi has been Head of Conducting at the Gstaad Conducting Academy, and is currently Principal Conductor of the Estonian National Symphony Orchestra, Chief Conducto rEmeritus of the Residentie Orkest The Hague, Music Director Emeritus of the Detroit Symphony Orchestra, Conductor Laureate of the Royal Scottish National Orchestra, and Chief Conductor Emeritus at teh Gothenburg Symphony Orchestra."
CPH         ,CHRISTOPHORUS,CHE 02112,4.01007E+12,ST URSULA GYMNASIUM FREIBURG  GRUTERS,"KRASA, HANS",BRUNDIBAR,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"Hans Krasa was a Czech composer who perished in the Holocaust. He helped to organize cultural life in Theresienstadt concentration camp. Bundibar, a children's opera based on a play by Aristophanes, was the last work Krasa completed before he was arrested by teh Nazis in 1942. Krasa was sent to the Theresienstadt ghetto where he reworked Brundibar for the available forces, which was the nperformed 55 times in the camp and also features in teh infamous propaganda film made for the Red Cross in 1944. In the chequered history of Brundibar it lay forgotten for several decades. A reappraisal was said to have started first at the end of the 1970's. While investigating her family history, the Benedictine nun and music teacher Maria Veronika Gruters, rather accidentally, came across the material of the opera. Showing great commitment she staged Brundibar with her student ensemble in German. The Benedictine nun orchestrated the children's opera for her student orchestra for the piano score, which was in the Czech of Hebew language, and wrote a German libretto. The German premiere finally took place in July, 1985 at the St. Ursula Secondary School in Freiburg."
CPH         ,CHRISTOPHORUS,CHE 02122,4.01007E+12,KRUMPOCK  WIENER CONCERT-VEREIN  FLOR,"WEBER, CARL MARIA VON",SYMPHONIES NOS. 1 & 2,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"Carl Maria von Weber wrote his two charming symphonies - the only works in the genre that he composed - in his early 20's in the space of sixw eeks around New Year 1808. They bear witness to the period of transition from classicism to romanticism, particularly in terms of orchestral color. That both should be so neglected is partly down to historical accident: they were composed just four years after Beethoven's monumental ''Eroica'' Symphony. So when Weber's symphonies saw the light of day, overshadowed by the great master, no one took much notice. There are certainly more mature symphonies than Weber's two youthful essays, but few are as much fun; the second might have been composed by a Haydn in the making. An unmistakably Viennese band, with a rustic oboe as from a bygone VPO era plus horns to match, the Wiener Concert-Verein and Claus-Peter Flor are aided here by a well-integrated recording tha tputs space around music."
CPH         ,CHRISTOPHORUS,CHE 02132,4.01007E+12,LES HAULZ ET LES BAS,DA PESARO  DA PIACENZA,ALTA DANZA,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"The dances presented on this recording are described in around a dozen manuscripts which are nearly all of Italian origin. The principal sources all start with a theoretical section on the concept of dance, placing it in a philosophical context, followed by choreographic descriptions, partly accompanied by music. Almost all the dances are attributed to two 15th-century masters, Domenico da Piacenza and Guglielmo Ebreo da Pesaro. Formed in 1993, Les haulz et les bas has established itself as one of Europe's most active medieaeval wind ensembles. The work of an ensemble has achieved international recognition: it has performed and given lectures at many leading Early Music Festivals including Bruges, Antwerp, Utrecht, Cambridge and Berlin, at the Universities of Oxford and London, the Historic Brass Society and the Galpin Society, Edinburgh and the Schola Cantorum Basiliensis."
CPH         ,CHRISTOPHORUS,CHR 77406,4.01007E+12,Dolce Risonanza,"Clamer, Andreas Christophorus",Clamer: Mensa Harmonica,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-07,"In October 1682, the luminaries of teh Holy Roman Empire came together in Salzburg for a seven-day sumptuous feast celebrating the 1100th anniversary of the foundation of the Prince-Archbishopric of Salburg. The city provided a stage for the flamboyant host, Prince-Archbishop Maximilian Gandolph, Count of Kuenburg - power and self-presentation have always gone hand in hand. Due to their sensitive instrumentation, the suites of teh Andreas Christoph Clamer's table music Mensa Harmonica were most probably performed at these festivities within a small-scale gathering. Alongside performances in the private chamber of teh Prince Archbishop, it is conceivable that the works were also played at open-air concerts, perhaps in the pleasure garden at Castle Hellbrunn with its famous fountains. It was customary to liste to ''sweet music'' while occupied in ''most pleasant entertainment'' such as dice and card games. Little is known about the composer Andreas Chrstoph Clamer. The son of the cathedral organist and Hofkapellmeister Gaudenz Clamer at Salzburg was born in 1633 and most probably enjoyed a musical education at the cathedral music school. In 1682, Clamer is described on the cover of his Mensa Harmonica as master of ceremonies of the Salzburg cathedral chapter. Alongside this function, he was appointed as ''Instructor'' of the choristers and ultimately as ''Regens Chori'' of the royal choral music in the cathedral."
